"No.","Time","Source","Destination","Protocol","Length","Info","HID Data"
"3819","8.933080","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12133f0000"
"3821","8.937144","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12373f0000"
"3823","8.941069","3.1.1","host","USB","35","URB_INTERRUPT in","00000f125c3f0000"
"3825","8.945098","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12803f0000"
"3827","8.951051","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12a43f0000"
"3829","8.957111","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12c83f0000"
"3831","8.962089","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12ed3f0000"
"3833","8.968097","3.1.1","host","USB","35","URB_INTERRUPT in","00000f1210400000"
"3835","8.972086","3.1.1","host","USB","35","URB_INTERRUPT in","00000f1235400000"
"3837","8.979113","3.1.1","host","USB","35","URB_INTERRUPT in","00000f1259400000"
"3839","8.983119","3.1.1","host","USB","35","URB_INTERRUPT in","00000f127d400000"
"3841","8.990111","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12a1400000"
"3843","8.993106","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12c6400000"
"3845","9.001094","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12ea400000"
"3847","9.007103","3.1.1","host","USB","35","URB_INTERRUPT in","00000f120e410000"
"3849","9.015540","3.1.1","host","USB","35","URB_INTERRUPT in","00000f1232410000"
"3851","9.020113","3.1.1","host","USB","35","URB_INTERRUPT in","00000f1257410000"
"3853","9.026101","3.1.1","host","USB","35","URB_INTERRUPT in","00000f127b410000"
"3855","9.033127","3.1.1","host","USB","35","URB_INTERRUPT in","00000f129f410000"
"3857","9.038079","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12c3410000"
"3859","9.043078","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12e8410000"
"3861","9.048118","3.1.1","host","USB","35","URB_INTERRUPT in","00000f120c420000"
"3863","9.052113","3.1.1","host","USB","35","URB_INTERRUPT in","00000f1230420000"
"3865","9.057107","3.1.1","host","USB","35","URB_INTERRUPT in","00000f1254420000"
"3867","9.061092","3.1.1","host","USB","35","URB_INTERRUPT in","00000f1279420000"
"3869","9.066109","3.1.1","host","USB","35","URB_INTERRUPT in","00000f129d420000"
"3871","9.071063","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12c1420000"
"3873","9.076098","3.1.1","host","USB","35","URB_INTERRUPT in","0000fc11c1420000"
"3875","9.077064","3.1.1","host","USB","35","URB_INTERRUPT in","0000fc11e5420000"
"3877","9.082091","3.1.1","host","USB","35","URB_INTERRUPT in","0000fc112e430000"
"3879","9.088089","3.1.1","host","USB","35","URB_INTERRUPT in","0000fc1152430000"
"3881","9.091079","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81152430000"
"3883","9.092137","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81176430000"
"3885","9.101089","3.1.1","host","USB","35","URB_INTERRUPT in","0000e8119b430000"
"3887","9.106092","3.1.1","host","USB","35","URB_INTERRUPT in","0000e811bf430000"
"3889","9.114075","3.1.1","host","USB","35","URB_INTERRUPT in","0000e811e3430000"
"3891","9.119099","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81107440000"
"3893","9.126078","3.1.1","host","USB","35","URB_INTERRUPT in","0000e8112c440000"
"3895","9.134082","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81150440000"
"3897","9.141068","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81174440000"
"3899","9.149083","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81198440000"
"3901","9.155260","3.1.1","host","USB","35","URB_INTERRUPT in","0000e811bd440000"
"3903","9.162100","3.1.1","host","USB","35","URB_INTERRUPT in","0000e811e1440000"
"3905","9.166090","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81105450000"
"3907","9.173083","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81129450000"
"3909","9.177067","3.1.1","host","USB","35","URB_INTERRUPT in","0000e8114e450000"
"3911","9.183105","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81172450000"
"3913","9.188098","3.1.1","host","USB","35","URB_INTERRUPT in","0000e81196450000"
"3915","9.195117","3.1.1","host","USB","35","URB_INTERRUPT in","0000e811ba450000"
"3917","9.196057","3.1.1","host","USB","35","URB_INTERRUPT in","0000d511ba450000"
"3919","9.201097","3.1.1","host","USB","35","URB_INTERRUPT in","0000d511df450000"
"3921","9.211074","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51103460000"
"3923","9.252291","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51127460000"
"3925","9.263202","3.1.1","host","USB","35","URB_INTERRUPT in","0000d5114b460000"
"3927","9.272350","3.1.1","host","USB","35","URB_INTERRUPT in","0000d5116f460000"
"3929","9.277131","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51194460000"
"3931","9.285124","3.1.1","host","USB","35","URB_INTERRUPT in","0000d511b8460000"
"3933","9.290094","3.1.1","host","USB","35","URB_INTERRUPT in","0000d511dc460000"
"3935","9.299083","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51100470000"
"3937","9.304068","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51125470000"
"3941","9.331330","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51125470000"
"3943","9.360116","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51100470000"
"3945","9.362140","3.1.1","host","USB","35","URB_INTERRUPT in","0000d511dc460000"
"3947","9.365129","3.1.1","host","USB","35","URB_INTERRUPT in","0000d511b8460000"
"3949","9.367069","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51194460000"
"3951","9.370071","3.1.1","host","USB","35","URB_INTERRUPT in","0000d5116f460000"
"3953","9.372098","3.1.1","host","USB","35","URB_INTERRUPT in","0000d5114b460000"
"3955","9.374090","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51127460000"
"3957","9.376715","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51103460000"
"3959","9.378077","3.1.1","host","USB","35","URB_INTERRUPT in","0000d511df450000"
"3961","9.380066","3.1.1","host","USB","35","URB_INTERRUPT in","0000d511ba450000"
"3963","9.382094","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51196450000"
"3965","9.384065","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51172450000"
"3967","9.386091","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51129450000"
"3969","9.388098","3.1.1","host","USB","35","URB_INTERRUPT in","0000d51105450000"
"3971","9.389074","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae11e1440000"
"3973","9.391120","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae1198440000"
"3975","9.393115","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae1174440000"
"3977","9.394066","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae1150440000"
"3979","9.397087","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae1107440000"
"3981","9.398063","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae11e3430000"
"3983","9.400066","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae11bf430000"
"3985","9.401062","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae1176430000"
"3987","9.403094","3.1.1","host","USB","35","URB_INTERRUPT in","00009a1152430000"
"3989","9.404061","3.1.1","host","USB","35","URB_INTERRUPT in","00009a110a430000"
"3991","9.406088","3.1.1","host","USB","35","URB_INTERRUPT in","00009a11e5420000"
"3993","9.407072","3.1.1","host","USB","35","URB_INTERRUPT in","00009a11c1420000"
"3995","9.408060","3.1.1","host","USB","35","URB_INTERRUPT in","00009a1179420000"
"3997","9.409058","3.1.1","host","USB","35","URB_INTERRUPT in","0000731179420000"
"3999","9.410054","3.1.1","host","USB","35","URB_INTERRUPT in","0000731130420000"
"4001","9.411048","3.1.1","host","USB","35","URB_INTERRUPT in","000073110c420000"
"4003","9.413078","3.1.1","host","USB","35","URB_INTERRUPT in","00007311c3410000"
"4005","9.414061","3.1.1","host","USB","35","URB_INTERRUPT in","000073119f410000"
"4007","9.416087","3.1.1","host","USB","35","URB_INTERRUPT in","00004c1157410000"
"4009","9.417054","3.1.1","host","USB","35","URB_INTERRUPT in","00004c1132410000"
"4011","9.419076","3.1.1","host","USB","35","URB_INTERRUPT in","00004c11ea400000"
"4013","9.420053","3.1.1","host","USB","35","URB_INTERRUPT in","00003911c6400000"
"4015","9.423526","3.1.1","host","USB","35","URB_INTERRUPT in","0000391135400000"
"4017","9.424053","3.1.1","host","USB","35","URB_INTERRUPT in","0000391110400000"
"4019","9.426067","3.1.1","host","USB","35","URB_INTERRUPT in","00003911ed3f0000"
"4021","9.427067","3.1.1","host","USB","35","URB_INTERRUPT in","00001211a43f0000"
"4023","9.429061","3.1.1","host","USB","35","URB_INTERRUPT in","000012115c3f0000"
"4025","9.430064","3.1.1","host","USB","35","URB_INTERRUPT in","00001211373f0000"
"4027","9.431045","3.1.1","host","USB","35","URB_INTERRUPT in","00001211ef3e0000"
"4029","9.433057","3.1.1","host","USB","35","URB_INTERRUPT in","0000fe10cb3e0000"
"4031","9.434062","3.1.1","host","USB","35","URB_INTERRUPT in","0000fe10823e0000"
"4033","9.436054","3.1.1","host","USB","35","URB_INTERRUPT in","0000fe105e3e0000"
"4035","9.437055","3.1.1","host","USB","35","URB_INTERRUPT in","0000fe103a3e0000"
"4037","9.439048","3.1.1","host","USB","35","URB_INTERRUPT in","0000fe10f13d0000"
"4039","9.440073","3.1.1","host","USB","35","URB_INTERRUPT in","0000fe10cd3d0000"
"4041","9.441046","3.1.1","host","USB","35","URB_INTERRUPT in","0000d810cd3d0000"
"4043","9.442044","3.1.1","host","USB","35","URB_INTERRUPT in","0000d810843d0000"
"4045","9.443045","3.1.1","host","USB","35","URB_INTERRUPT in","0000d810603d0000"
"4047","9.444052","3.1.1","host","USB","35","URB_INTERRUPT in","0000d810183d0000"
"4049","9.446056","3.1.1","host","USB","35","URB_INTERRUPT in","0000c410cf3c0000"
"4051","9.447077","3.1.1","host","USB","35","URB_INTERRUPT in","0000c410ab3c0000"
"4053","9.449044","3.1.1","host","USB","35","URB_INTERRUPT in","0000c410623c0000"
"4055","9.451044","3.1.1","host","USB","35","URB_INTERRUPT in","0000c4103e3c0000"
"4057","9.453082","3.1.1","host","USB","35","URB_INTERRUPT in","0000c4101a3c0000"
"4059","9.456458","3.1.1","host","USB","35","URB_INTERRUPT in","0000c410f63b0000"
"4061","9.456474","3.1.1","host","USB","35","URB_INTERRUPT in","00009d10d13b0000"
"4063","9.458066","3.1.1","host","USB","35","URB_INTERRUPT in","00009d10893b0000"
"4065","9.460063","3.1.1","host","USB","35","URB_INTERRUPT in","00009d10653b0000"
"4067","9.461076","3.1.1","host","USB","35","URB_INTERRUPT in","00009d101c3b0000"
"4069","9.463052","3.1.1","host","USB","35","URB_INTERRUPT in","00009d10f83a0000"
"4071","9.465043","3.1.1","host","USB","35","URB_INTERRUPT in","00009d10d43a0000"
"4073","9.466072","3.1.1","host","USB","35","URB_INTERRUPT in","00008a10d43a0000"
"4075","9.467093","3.1.1","host","USB","35","URB_INTERRUPT in","00008a108b3a0000"
"4077","9.469041","3.1.1","host","USB","35","URB_INTERRUPT in","00008a10673a0000"
"4079","9.471042","3.1.1","host","USB","35","URB_INTERRUPT in","00008a10433a0000"
"4081","9.473047","3.1.1","host","USB","35","URB_INTERRUPT in","00008a101e3a0000"
"4083","9.476150","3.1.1","host","USB","35","URB_INTERRUPT in","00008a10fa390000"
"4085","9.477073","3.1.1","host","USB","35","URB_INTERRUPT in","00008a10b2390000"
"4087","9.480106","3.1.1","host","USB","35","URB_INTERRUPT in","00008a108e390000"
"4089","9.481056","3.1.1","host","USB","35","URB_INTERRUPT in","00008a1069390000"
"4091","9.486188","3.1.1","host","USB","35","URB_INTERRUPT in","00008a1021390000"
"4093","9.486223","3.1.1","host","USB","35","URB_INTERRUPT in","00008a10fd380000"
"4095","9.489077","3.1.1","host","USB","35","URB_INTERRUPT in","00008a10d8380000"
"4097","9.491048","3.1.1","host","USB","35","URB_INTERRUPT in","00008a10b4380000"
"4099","9.494052","3.1.1","host","USB","35","URB_INTERRUPT in","00008a1090380000"
"4101","9.497088","3.1.1","host","USB","35","URB_INTERRUPT in","00008a106c380000"
"4103","9.500090","3.1.1","host","USB","35","URB_INTERRUPT in","00008a1047380000"
"4105","9.503113","3.1.1","host","USB","35","URB_INTERRUPT in","0000761047380000"
"4107","9.504074","3.1.1","host","USB","35","URB_INTERRUPT in","0000761023380000"
"4109","9.506058","3.1.1","host","USB","35","URB_INTERRUPT in","00007610ff370000"
"4111","9.510137","3.1.1","host","USB","35","URB_INTERRUPT in","00007610db370000"
"4113","9.512062","3.1.1","host","USB","35","URB_INTERRUPT in","00007610b6370000"
"4115","9.516079","3.1.1","host","USB","35","URB_INTERRUPT in","0000761092370000"
"4117","9.518064","3.1.1","host","USB","35","URB_INTERRUPT in","000076106e370000"
"4119","9.519090","3.1.1","host","USB","35","URB_INTERRUPT in","00004f106e370000"
"4121","9.522128","3.1.1","host","USB","35","URB_INTERRUPT in","00004f1025370000"
"4123","9.524059","3.1.1","host","USB","35","URB_INTERRUPT in","00004f1001370000"
"4125","9.528088","3.1.1","host","USB","35","URB_INTERRUPT in","00004f10dd360000"
"4127","9.531063","3.1.1","host","USB","35","URB_INTERRUPT in","00004f10b9360000"
"4129","9.535074","3.1.1","host","USB","35","URB_INTERRUPT in","00004f1094360000"
"4131","9.539109","3.1.1","host","USB","35","URB_INTERRUPT in","00004f1070360000"
"4133","9.542096","3.1.1","host","USB","35","URB_INTERRUPT in","00004f104c360000"
"4135","9.549075","3.1.1","host","USB","35","URB_INTERRUPT in","00004f1028360000"
"4137","9.553106","3.1.1","host","USB","35","URB_INTERRUPT in","00004f1003360000"
"4139","9.570116","3.1.1","host","USB","35","URB_INTERRUPT in","00003c1003360000"
"4141","9.581095","3.1.1","host","USB","35","URB_INTERRUPT in","00003c10df350000"
"4143","9.587136","3.1.1","host","USB","35","URB_INTERRUPT in","00002810df350000"
"4145","9.596100","3.1.1","host","USB","35","URB_INTERRUPT in","00002810bb350000"
"4147","9.608078","3.1.1","host","USB","35","URB_INTERRUPT in","0000281097350000"
"4149","9.611107","3.1.1","host","USB","35","URB_INTERRUPT in","0000151097350000"
"4151","9.615079","3.1.1","host","USB","35","URB_INTERRUPT in","0000151072350000"
"4153","9.621099","3.1.1","host","USB","35","URB_INTERRUPT in","0000011072350000"
"4155","9.627096","3.1.1","host","USB","35","URB_INTERRUPT in","000001104e350000"
"4157","9.632088","3.1.1","host","USB","35","URB_INTERRUPT in","000001102a350000"
"4159","9.640102","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee0f2a350000"
"4161","9.641079","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee0f06350000"
"4163","9.648118","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee0fe1340000"
"4165","9.653138","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee0fbd340000"
"4167","9.660153","3.1.1","host","USB","35","URB_INTERRUPT in","0000da0f99340000"
"4169","9.666146","3.1.1","host","USB","35","URB_INTERRUPT in","0000da0f75340000"
"4171","9.674095","3.1.1","host","USB","35","URB_INTERRUPT in","0000da0f50340000"
"4173","9.683109","3.1.1","host","USB","35","URB_INTERRUPT in","0000da0f2c340000"
"4177","9.838760","3.1.1","host","USB","35","URB_INTERRUPT in","0000da0f2c340000"
"4179","9.852294","3.1.1","host","USB","35","URB_INTERRUPT in","0000ee0f2c340000"
"4181","9.861146","3.1.1","host","USB","35","URB_INTERRUPT in","000001102c340000"
"4183","9.872311","3.1.1","host","USB","35","URB_INTERRUPT in","000015102c340000"
"4185","9.876107","3.1.1","host","USB","35","URB_INTERRUPT in","0000151050340000"
"4187","9.886161","3.1.1","host","USB","35","URB_INTERRUPT in","0000281050340000"
"4189","9.893142","3.1.1","host","USB","35","URB_INTERRUPT in","00003c1050340000"
"4191","9.900122","3.1.1","host","USB","35","URB_INTERRUPT in","00004f1050340000"
"4193","9.905077","3.1.1","host","USB","35","URB_INTERRUPT in","0000631050340000"
"4195","9.910548","3.1.1","host","USB","35","URB_INTERRUPT in","0000761050340000"
"4197","9.915328","3.1.1","host","USB","35","URB_INTERRUPT in","0000761075340000"
"4199","9.915395","3.1.1","host","USB","35","URB_INTERRUPT in","00008a1075340000"
"4201","9.917051","3.1.1","host","USB","35","URB_INTERRUPT in","0000b11075340000"
"4203","9.920063","3.1.1","host","USB","35","URB_INTERRUPT in","0000c41075340000"
"4205","9.924052","3.1.1","host","USB","35","URB_INTERRUPT in","0000d81075340000"
"4207","9.926079","3.1.1","host","USB","35","URB_INTERRUPT in","0000d81099340000"
"4209","9.927049","3.1.1","host","USB","35","URB_INTERRUPT in","0000eb1099340000"
"4211","9.931062","3.1.1","host","USB","35","URB_INTERRUPT in","0000fe1099340000"
"4213","9.934104","3.1.1","host","USB","35","URB_INTERRUPT in","0000121199340000"
"4215","9.938050","3.1.1","host","USB","35","URB_INTERRUPT in","0000251199340000"
"4217","9.941077","3.1.1","host","USB","35","URB_INTERRUPT in","0000391199340000"
"4219","9.944071","3.1.1","host","USB","35","URB_INTERRUPT in","00004c1199340000"
"4221","9.947072","3.1.1","host","USB","35","URB_INTERRUPT in","0000601199340000"
"4223","9.950053","3.1.1","host","USB","35","URB_INTERRUPT in","0000731199340000"
"4225","9.953067","3.1.1","host","USB","35","URB_INTERRUPT in","0000871199340000"
"4227","9.956094","3.1.1","host","USB","35","URB_INTERRUPT in","00009a1199340000"
"4229","9.959078","3.1.1","host","USB","35","URB_INTERRUPT in","0000ae11bd340000"
"4231","9.962089","3.1.1","host","USB","35","URB_INTERRUPT in","0000c111bd340000"
"4233","9.965074","3.1.1","host","USB","35","URB_INTERRUPT in","0000d511bd340000"
"4235","9.967143","3.1.1","host","USB","35","URB_INTERRUPT in","0000e811bd340000"
"4237","9.969712","3.1.1","host","USB","35","URB_INTERRUPT in","0000fc11bd340000"
"4239","9.972082","3.1.1","host","USB","35","URB_INTERRUPT in","00000f12bd340000"
"4241","9.974055","3.1.1","host","USB","35","URB_INTERRUPT in","00002312bd340000"
"4243","9.976057","3.1.1","host","USB","35","URB_INTERRUPT in","00002312e1340000"
"4245","9.977075","3.1.1","host","USB","35","URB_INTERRUPT in","00004912e1340000"
"4247","9.978049","3.1.1","host","USB","35","URB_INTERRUPT in","00007012e1340000"
"4249","9.980052","3.1.1","host","USB","35","URB_INTERRUPT in","00008412e1340000"
"4251","9.983096","3.1.1","host","USB","35","URB_INTERRUPT in","00009712e1340000"
"4253","9.985054","3.1.1","host","USB","35","URB_INTERRUPT in","0000ab12e1340000"
"4255","9.988086","3.1.1","host","USB","35","URB_INTERRUPT in","0000be12e1340000"
"4257","9.990062","3.1.1","host","USB","35","URB_INTERRUPT in","0000be1206350000"
"4259","9.991054","3.1.1","host","USB","35","URB_INTERRUPT in","0000d21206350000"
"4261","9.993051","3.1.1","host","USB","35","URB_INTERRUPT in","0000f91206350000"
"4263","9.996089","3.1.1","host","USB","35","URB_INTERRUPT in","00000c1306350000"
"4265","10.000059","3.1.1","host","USB","35","URB_INTERRUPT in","0000201306350000"
"4267","10.003065","3.1.1","host","USB","35","URB_INTERRUPT in","0000331306350000"
"4269","10.007097","3.1.1","host","USB","35","URB_INTERRUPT in","0000471306350000"
"4271","10.010104","3.1.1","host","USB","35","URB_INTERRUPT in","00005a1306350000"
"4273","10.016073","3.1.1","host","USB","35","URB_INTERRUPT in","00006e1306350000"
"4275","10.020090","3.1.1","host","USB","35","URB_INTERRUPT in","0000811306350000"
"4277","10.027092","3.1.1","host","USB","35","URB_INTERRUPT in","0000941306350000"
"4279","10.036087","3.1.1","host","USB","35","URB_INTERRUPT in","0000a81306350000"
"4281","10.048066","3.1.1","host","USB","35","URB_INTERRUPT in","0000bb1306350000"
"4283","10.061211","3.1.1","host","USB","35","URB_INTERRUPT in","0000cf1306350000"
"4285","10.067122","3.1.1","host","USB","35","URB_INTERRUPT in","0000e21306350000"
"4287","10.075123","3.1.1","host","USB","35","URB_INTERRUPT in","0000f61306350000"
"4289","10.080130","3.1.1","host","USB","35","URB_INTERRUPT in","0000091406350000"
"4291","10.088120","3.1.1","host","USB","35","URB_INTERRUPT in","00001d1406350000"
"4293","10.093128","3.1.1","host","USB","35","URB_INTERRUPT in","0000301406350000"
"4295","10.102156","3.1.1","host","USB","35","URB_INTERRUPT in","0000441406350000"
"4297","10.109111","3.1.1","host","USB","35","URB_INTERRUPT in","0000571406350000"
"4299","10.122156","3.1.1","host","USB","35","URB_INTERRUPT in","00006b1406350000"
"4301","10.131105","3.1.1","host","USB","35","URB_INTERRUPT in","00007e1406350000"
"4303","10.140102","3.1.1","host","USB","35","URB_INTERRUPT in","0000921406350000"
"4305","10.148151","3.1.1","host","USB","35","URB_INTERRUPT in","0000a51406350000"
"4307","10.153125","3.1.1","host","USB","35","URB_INTERRUPT in","0000b81406350000"
"4309","10.158123","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc1406350000"
"4311","10.163152","3.1.1","host","USB","35","URB_INTERRUPT in","0000df1406350000"
"4313","10.168120","3.1.1","host","USB","35","URB_INTERRUPT in","0000f31406350000"
"4315","10.173077","3.1.1","host","USB","35","URB_INTERRUPT in","0000061506350000"
"4317","10.183127","3.1.1","host","USB","35","URB_INTERRUPT in","00001a1506350000"
"4319","10.190131","3.1.1","host","USB","35","URB_INTERRUPT in","00002d1506350000"
"4323","10.261520","3.1.1","host","USB","35","URB_INTERRUPT in","00002d1506350000"
"4325","10.280192","3.1.1","host","USB","35","URB_INTERRUPT in","00002d152a350000"
"4327","10.285124","3.1.1","host","USB","35","URB_INTERRUPT in","00002d154e350000"
"4329","10.290146","3.1.1","host","USB","35","URB_INTERRUPT in","00002d1572350000"
"4331","10.294138","3.1.1","host","USB","35","URB_INTERRUPT in","00002d1597350000"
"4333","10.298090","3.1.1","host","USB","35","URB_INTERRUPT in","00002d15bb350000"
"4335","10.302114","3.1.1","host","USB","35","URB_INTERRUPT in","00002d15df350000"
"4337","10.305117","3.1.1","host","USB","35","URB_INTERRUPT in","00002d1503360000"
"4339","10.308124","3.1.1","host","USB","35","URB_INTERRUPT in","00002d1528360000"
"4341","10.310109","3.1.1","host","USB","35","URB_INTERRUPT in","00002d154c360000"
"4343","10.313097","3.1.1","host","USB","35","URB_INTERRUPT in","00002d1570360000"
"4345","10.314064","3.1.1","host","USB","35","URB_INTERRUPT in","0000061570360000"
"4347","10.317070","3.1.1","host","USB","35","URB_INTERRUPT in","0000061594360000"
"4349","10.319095","3.1.1","host","USB","35","URB_INTERRUPT in","00000615b9360000"
"4351","10.322069","3.1.1","host","USB","35","URB_INTERRUPT in","00000615dd360000"
"4353","10.324073","3.1.1","host","USB","35","URB_INTERRUPT in","0000061501370000"
"4355","10.326089","3.1.1","host","USB","35","URB_INTERRUPT in","0000061525370000"
"4357","10.328071","3.1.1","host","USB","35","URB_INTERRUPT in","000006154a370000"
"4359","10.330062","3.1.1","host","USB","35","URB_INTERRUPT in","0000061592370000"
"4361","10.333104","3.1.1","host","USB","35","URB_INTERRUPT in","00000615b6370000"
"4363","10.335092","3.1.1","host","USB","35","URB_INTERRUPT in","00000615db370000"
"4365","10.337066","3.1.1","host","USB","35","URB_INTERRUPT in","0000f314ff370000"
"4367","10.339062","3.1.1","host","USB","35","URB_INTERRUPT in","0000f31423380000"
"4369","10.341070","3.1.1","host","USB","35","URB_INTERRUPT in","0000f31447380000"
"4371","10.342115","3.1.1","host","USB","35","URB_INTERRUPT in","0000f31490380000"
"4373","10.344054","3.1.1","host","USB","35","URB_INTERRUPT in","0000f314b4380000"
"4375","10.346096","3.1.1","host","USB","35","URB_INTERRUPT in","0000f314d8380000"
"4377","10.348075","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14fd380000"
"4379","10.350067","3.1.1","host","USB","35","URB_INTERRUPT in","0000df1421390000"
"4381","10.352069","3.1.1","host","USB","35","URB_INTERRUPT in","0000df1469390000"
"4383","10.354063","3.1.1","host","USB","35","URB_INTERRUPT in","0000df148e390000"
"4385","10.356091","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14b2390000"
"4387","10.357056","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14d6390000"
"4389","10.359068","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc141e3a0000"
"4391","10.361076","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14433a0000"
"4393","10.363111","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14673a0000"
"4395","10.366096","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc148b3a0000"
"4397","10.367058","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14af3a0000"
"4399","10.370066","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14f83a0000"
"4401","10.371061","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc141c3b0000"
"4403","10.374079","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14403b0000"
"4405","10.375066","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14893b0000"
"4407","10.378089","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14ad3b0000"
"4409","10.380073","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14d13b0000"
"4411","10.383101","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14f63b0000"
"4413","10.384062","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc141a3c0000"
"4415","10.387070","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14623c0000"
"4417","10.389111","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14873c0000"
"4419","10.391086","3.1.1","host","USB","35","URB_INTERRUPT in","0000cc14ab3c0000"
"4421","10.394071","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14cf3c0000"
"4423","10.395063","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14f33c0000"
"4425","10.398107","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14183d0000"
"4427","10.399060","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14603d0000"
"4429","10.403116","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14843d0000"
"4431","10.404063","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14a93d0000"
"4433","10.407081","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14f13d0000"
"4435","10.409103","3.1.1","host","USB","35","URB_INTERRUPT in","0000df14153e0000"
"4437","10.410065","3.1.1","host","USB","35","URB_INTERRUPT in","0000f314153e0000"
"4439","10.413153","3.1.1","host","USB","35","URB_INTERRUPT in","0000f3143a3e0000"
"4441","10.415110","3.1.1","host","USB","35","URB_INTERRUPT in","0000f3145e3e0000"
"4443","10.418106","3.1.1","host","USB","35","URB_INTERRUPT in","0000f314823e0000"
"4445","10.421079","3.1.1","host","USB","35","URB_INTERRUPT in","00000615a63e0000"
"4447","10.425109","3.1.1","host","USB","35","URB_INTERRUPT in","00000615cb3e0000"
"4449","10.428100","3.1.1","host","USB","35","URB_INTERRUPT in","00000615ef3e0000"
"4451","10.431141","3.1.1","host","USB","35","URB_INTERRUPT in","00000615133f0000"
"4453","10.435103","3.1.1","host","USB","35","URB_INTERRUPT in","00000615373f0000"
"4455","10.438070","3.1.1","host","USB","35","URB_INTERRUPT in","000006155c3f0000"
"4457","10.441112","3.1.1","host","USB","35","URB_INTERRUPT in","00000615803f0000"
"4459","10.443105","3.1.1","host","USB","35","URB_INTERRUPT in","00000615a43f0000"
"4461","10.447072","3.1.1","host","USB","35","URB_INTERRUPT in","00001a15c83f0000"
"4463","10.449100","3.1.1","host","USB","35","URB_INTERRUPT in","00001a15ed3f0000"
